code,name,week,pop,deaths.1519,AllCause.20,COVID.20,Other.20,allexcess,excessrate_sum,othexcess_sum,excessrate_mean,othexcess_mean,COVIDrate
E07000063,Lewes,25,102744.0,1124.9999999999998,746.0,113.0,633.0,122.39999999999999,119.1310441485634,9.399999999999999,1.6752434411859778,0.05454545454545457,1.6221547405850145
E07000064,Rother,25,95656.0,1362.3999999999996,743.0,54.0,689.0,-13.400000000000015,-14.0085305678682,-67.40000000000002,-0.15206003330114704,-0.9333333333333335,0.8236585137145482
E07000065,Wealden,25,160175.0,1778.1999999999994,1003.0,113.0,890.0,48.599999999999994,30.34181364132981,-64.39999999999999,0.47485941039866475,-0.9060606060606056,1.0405285885229694
E07000066,Basildon,25,185862.0,1596.7999999999995,1029.0,205.0,824.0,134.99999999999997,72.63453530038421,-70.0,1.2961718420607282,-0.5757575757575757,1.6059487602890783
E07000067,Braintree,25,151561.0,1509.8000000000009,862.0,117.0,745.0,27.400000000000013,18.07852943699237,-89.59999999999998,0.4678584260402804,-1.0333333333333337,1.1496521152699204
E07000068,Brentwood,25,76550.0,764.9999999999998,475.0,86.0,389.0,54.59999999999998,71.3259307642065,-31.399999999999995,1.175702155453954,-0.3575757575757577,1.6428161431427275
E07000069,Castle Point,25,90070.0,1055.1999999999996,628.0,92.0,536.0,43.4,48.18474519817915,-48.6,0.9016556146566138,-0.4606060606060606,1.4130423811782729
E07000070,Chelmsford,25,177079.0,1500.6,941.0,149.0,792.0,122.00000000000003,68.89580356789902,-27.0,1.1345732182194999,-0.17272727272727278,1.2321157120935753
E07000071,Colchester,25,192523.0,1587.1999999999994,869.0,109.0,760.0,-1.9999999999999907,-1.0388369181863952,-110.99999999999997,0.218785350951378,-1.2151515151515149,0.8499574785161443
E07000072,Epping Forest,25,131137.0,1276.0,876.0,183.0,693.0,155.60000000000002,118.65453685840004,-27.399999999999995,1.9433758958073235,-0.20909090909090916,2.102820529351561
E07000073,Harlow,25,86594.0,738.1999999999997,458.0,74.0,384.0,47.600000000000016,54.96916645495055,-26.400000000000002,0.9798425393039321,-0.22727272727272727,1.242300362331772
E07000074,Maldon,25,64425.0,676.1999999999997,418.0,34.0,384.0,35.79999999999999,55.56849049282109,1.799999999999994,1.1947178419821027,0.25454545454545446,0.7996143036888085
E07000075,Rochford,25,86981.0,839.1999999999996,534.0,89.0,445.0,66.59999999999997,76.56844598245587,-22.40000000000001,0.9929023161798131,-0.4242424242424244,1.480643804829546
E07000076,Tendring,25,145803.0,2193.2000000000003,1300.0,169.0,1131.0,57.199999999999996,39.23101719443362,-111.80000000000003,0.9518863040395524,-1.1272727272727276,1.7250341317747344
E07000077,Uttlesford,25,89179.0,717.7999999999994,448.0,62.0,386.0,49.99999999999997,56.067011291896144,-12.0,0.9004701813546951,-0.13636363636363635,1.0533802121507743
