code,name,week,pop,deaths.1519,AllCause.20,COVID.20,Other.20,allexcess,excessrate_sum,othexcess_sum,excessrate_mean,othexcess_mean,COVIDrate
E06000051,Shropshire,25,320274.0,3512.0000000000005,2075.0,252.0,1823.0,180.00000000000003,56.20187714269655,-71.99999999999999,1.0048214398239688,-0.49393939393939396,1.1590454461246338
E06000052,Cornwall,25,568210.0,6319.600000000003,3413.0,207.0,3206.0,-36.40000000000004,-6.406082258320011,-243.4,-0.11839412765126879,-3.778787878787878,0.5466395533448206
E06000054,Wiltshire,25,498064.0,4658.400000000001,2883.0,362.0,2521.0,348.2000000000001,69.91069420797335,-13.800000000000008,1.2545546051280263,0.8242424242424241,1.0890653458676849
E06000055,Bedford,25,171623.0,1481.6,934.0,167.0,767.0,124.40000000000003,72.48445721144597,-42.599999999999994,1.2342062650005055,-0.23030303030302998,1.368397504113579
E06000056,Central Bedfordshire,25,283606.0,2113.400000000001,1441.0,270.0,1171.0,296.20000000000005,104.44066768686129,26.199999999999985,1.515119460437965,0.2969696969696971,1.4104073961763852
E06000057,Northumberland,25,320274.0,3644.200000000001,2076.0,275.0,1801.0,81.60000000000007,25.478184304689076,-193.40000000000003,0.6339268970640857,-2.0757575757575757,1.2820461873460247
E06000058,"Bournemouth, Christchurch and Poole",25,395784.0,4354.000000000001,2338.0,186.0,2152.0,-56.000000000000014,-14.14913184969577,-242.00000000000006,0.016844204582971766,-2.721212121212122,0.7043940098333404
E06000059,Dorset,25,376484.0,4565.2000000000035,2586.0,161.0,2425.0,74.4,19.76179598601803,-86.6,0.490181400923956,-0.593939393939394,0.6479409322558037
E06000060,Buckinghamshire,25,540059.0,4274.999999999999,2676.0,391.0,2285.0,345.1999999999999,63.91894218964965,-45.800000000000004,1.0593679803895724,-0.09696969696969675,1.0773233698877005
E07000008,Cambridge,25,125758.0,837.2000000000002,460.0,82.0,378.0,6.200000000000004,4.930103850252092,-75.80000000000001,0.2409630425343148,-0.9393939393939393,0.9879484743906891
E07000009,East Cambridgeshire,25,89362.0,741.7999999999997,452.0,50.0,402.0,41.599999999999994,46.55222577829499,-8.400000000000006,0.9291455319968552,0.07272727272727277,0.8477605218949413
E07000010,Fenland,25,101491.0,1158.4,693.0,79.0,614.0,66.4,65.42452040082367,-12.6,1.0599536665887368,-0.10606060606060609,1.164456140759459
E07000011,Huntingdonshire,25,177352.0,1472.7999999999993,918.0,128.0,790.0,107.40000000000002,60.557535297036395,-20.6,0.9448766158586178,-0.23333333333333325,1.0764417142693112
E07000012,South Cambridgeshire,25,157519.0,1196.6000000000001,669.0,61.0,608.0,16.000000000000004,10.157504808943658,-45.000000000000014,0.29818432677770246,-0.45454545454545425,0.586749804304512
E07000026,Allerdale,25,97527.0,1131.5999999999995,688.0,68.0,620.0,71.39999999999996,73.21049555507707,3.3999999999999972,1.0812856486362286,0.05454545454545453,1.02535708060332
E07000027,Barrow-in-Furness,25,67137.0,771.0000000000003,469.0,77.0,392.0,46.4,69.112411933807,-30.600000000000012,1.2096477532824106,-0.3393939393939396,1.7151721874899843
E07000028,Carlisle,25,108387.0,1182.1999999999998,742.0,128.0,614.0,108.99999999999999,100.56556598116009,-18.999999999999986,1.2832803665652623,-0.4878787878787877,1.7334070310903322
E07000029,Copeland,25,68424.0,769.4000000000001,448.0,62.0,386.0,26.59999999999999,38.87524845083594,-35.400000000000006,0.518159497465004,-0.5545454545454548,1.3286140960641135
E07000030,Eden,25,52881.0,547.4000000000001,290.0,41.0,249.0,-1.8,-3.403869064503308,-42.800000000000004,0.5615810914500425,-0.30909090909090914,1.1460838601021277
E07000031,South Lakeland,25,104532.0,1213.0000000000007,875.0,150.0,725.0,214.6,205.29598591818777,64.6,3.11344416498819,0.9818181818181818,2.174192852645384
E07000032,Amber Valley,25,126678.0,1303.4000000000003,778.0,101.0,677.0,65.20000000000002,51.469079082397855,-35.79999999999999,0.8563827064277019,-0.36969696969696964,1.1482226231432877
E07000033,Bolsover,25,79530.0,870.8000000000003,465.0,55.0,410.0,-14.2,-17.854897522947272,-69.20000000000002,0.0038102640894045773,-0.8151515151515152,1.0287713041390893
E07000034,Chesterfield,25,104628.0,1201.0000000000007,701.0,85.0,616.0,46.39999999999999,44.34759337844548,-38.599999999999994,0.7675099428740894,-0.48484848484848475,1.230912172533918
E07000035,Derbyshire Dales,25,71977.0,806.3999999999997,476.0,78.0,398.0,22.999999999999996,31.954652180557783,-55.000000000000014,0.7409774418680055,-0.6030303030303028,1.5787871630710322
E07000036,Erewash,25,115490.0,1153.5999999999997,720.0,101.0,619.0,80.60000000000001,69.78959217248244,-20.4,1.301437616270069,0.06363636363636353,1.2463364268715393
E07000037,High Peak,25,92221.0,890.0,537.0,103.0,434.0,57.999999999999986,62.89239977879228,-45.000000000000014,0.9003405192993256,-0.7000000000000002,1.6593867235261255
E07000038,North East Derbyshire,25,101125.0,1178.3999999999999,702.0,140.0,562.0,64.00000000000001,63.28800988875152,-75.99999999999997,1.5342547851818567,-0.5393939393939395,2.067648050342735
E07000039,South Derbyshire,25,104493.0,884.3999999999999,554.0,110.0,444.0,70.00000000000001,66.99013331036531,-40.000000000000014,1.0179020256250306,-0.6030303030303031,1.5950031740563178
E07000040,East Devon,25,144317.0,1898.399999999999,967.0,49.0,918.0,-73.99999999999997,-51.27601044921944,-123.0,-0.4724448137213093,-1.3939393939393943,0.4934423609978119
E07000041,Exeter,25,130428.0,1094.1999999999994,548.0,39.0,509.0,-53.6,-41.09547029778881,-92.60000000000001,-0.33920955808893977,-1.0333333333333334,0.4530538618311182
E07000042,Mid Devon,25,81695.0,803.6000000000004,432.0,17.0,415.0,-9.399999999999997,-11.50621213048531,-26.399999999999995,-0.18546441216127185,-0.409090909090909,0.31528950067416345
E07000043,North Devon,25,96110.0,1140.1999999999996,590.0,26.0,564.0,-47.60000000000002,-49.526584122359814,-73.60000000000001,-0.4729429347054986,-0.8484848484848487,0.4098838767447656
E07000044,South Hams,25,86221.0,944.0000000000001,468.0,12.0,456.0,-46.39999999999999,-53.815195833961546,-58.39999999999999,-0.39363257140828695,-0.5212121212121212,0.21087459182586865
E07000045,Teignbridge,25,132844.0,1554.2000000000005,853.0,33.0,820.0,-21.20000000000001,-15.958567944355737,-54.200000000000024,0.027373186868535262,-0.4636363636363637,0.37638131944235315
E07000046,Torridge,25,68143.0,834.5999999999997,434.0,20.0,414.0,-21.399999999999984,-31.404546321705837,-41.39999999999999,-0.3468641479882548,-0.5393939393939393,0.44469762562596715
E07000047,West Devon,25,55528.0,653.1999999999999,355.0,15.0,340.0,-18.599999999999998,-33.49661432070312,-33.599999999999994,0.26740536033145107,-0.07878787878787881,0.40929391887467054
E07000061,Eastbourne,25,103160.0,1316.6000000000004,698.0,68.0,630.0,-36.599999999999994,-35.47886777820862,-104.59999999999997,-0.1409989777574113,-1.1606060606060604,0.9840553655985993
E07000062,Hastings,25,92855.0,1009.0000000000001,521.0,10.0,511.0,-35.0,-37.693177534866194,-45.0,-0.283922635976914,-0.39999999999999997,0.14685653585012848
